Driver,Team,Year,GrandPrix,LapNumber,LapTimeSeconds,Compound,TyreLife,Stint,TrackStatus,IsPersonalBest,AirTemp,TrackTemp,Humidity,WindSpeed,Rainfall
GAS,Alpine,2023,Monaco,61.0,102.263,INTERMEDIATE,7.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
GAS,Alpine,2023,Monaco,48.0,79.884,MEDIUM,1.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
GAS,Alpine,2023,Monaco,49.0,75.831,MEDIUM,2.0,2.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
GAS,Alpine,2023,Monaco,53.0,95.781,MEDIUM,6.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
GAS,Alpine,2023,Monaco,50.0,75.955,MEDIUM,3.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
GAS,Alpine,2023,Monaco,52.0,82.349,MEDIUM,5.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
GAS,Alpine,2023,Monaco,51.0,76.711,MEDIUM,4.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
GAS,Alpine,2023,Monaco,54.0,121.097,MEDIUM,7.0,2.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,47.0,76.257,HARD,16.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,41.0,76.588,HARD,10.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,32.0,78.165,HARD,1.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,40.0,76.962,HARD,9.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,49.0,76.781,HARD,18.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,44.0,76.88,HARD,13.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,33.0,75.65,HARD,2.0,2.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,45.0,78.833,HARD,14.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,37.0,77.711,HARD,6.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,34.0,78.357,HARD,3.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,43.0,76.529,HARD,12.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,52.0,86.237,HARD,21.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,35.0,77.159,HARD,4.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,36.0,77.688,HARD,5.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,50.0,77.11,HARD,19.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,48.0,76.86,HARD,17.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,53.0,91.341,HARD,22.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,54.0,115.141,HARD,23.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,39.0,77.293,HARD,8.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,42.0,76.58,HARD,11.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,46.0,76.85,HARD,15.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,51.0,78.294,HARD,20.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,38.0,77.167,HARD,7.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,63.0,101.315,INTERMEDIATE,9.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,71.0,89.667,INTERMEDIATE,17.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,55.0,99.603,INTERMEDIATE,1.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,73.0,87.735,INTERMEDIATE,19.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,66.0,96.203,INTERMEDIATE,12.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,64.0,98.957,INTERMEDIATE,10.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,68.0,92.866,INTERMEDIATE,14.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,56.0,101.277,INTERMEDIATE,2.0,3.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,76.0,84.651,INTERMEDIATE,22.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,60.0,103.041,INTERMEDIATE,6.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,57.0,103.278,INTERMEDIATE,3.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,67.0,94.539,INTERMEDIATE,13.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,70.0,89.68,INTERMEDIATE,16.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,58.0,103.378,INTERMEDIATE,4.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,59.0,105.199,INTERMEDIATE,5.0,3.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,77.0,86.21,INTERMEDIATE,23.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,72.0,89.415,INTERMEDIATE,18.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,75.0,85.242,INTERMEDIATE,21.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,78.0,85.105,INTERMEDIATE,24.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,62.0,102.287,INTERMEDIATE,8.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,65.0,97.636,INTERMEDIATE,11.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,69.0,93.757,INTERMEDIATE,15.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,74.0,86.304,INTERMEDIATE,20.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,61.0,102.396,INTERMEDIATE,7.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,28.0,77.334,MEDIUM,28.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,16.0,78.31,MEDIUM,16.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,24.0,77.431,MEDIUM,24.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,18.0,78.37,MEDIUM,18.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,9.0,78.829,MEDIUM,9.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,10.0,78.173,MEDIUM,10.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,30.0,77.742,MEDIUM,30.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,25.0,77.643,MEDIUM,25.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,13.0,78.084,MEDIUM,13.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,1.0,88.585,MEDIUM,1.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,5.0,78.736,MEDIUM,5.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,17.0,78.254,MEDIUM,17.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,6.0,78.958,MEDIUM,6.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,14.0,78.422,MEDIUM,14.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,12.0,78.23,MEDIUM,12.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,23.0,78.053,MEDIUM,23.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,2.0,80.527,MEDIUM,2.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,3.0,80.105,MEDIUM,3.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,26.0,77.716,MEDIUM,26.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,4.0,79.356,MEDIUM,4.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,22.0,77.393,MEDIUM,22.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,27.0,77.322,MEDIUM,27.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,19.0,78.207,MEDIUM,19.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,31.0,95.467,MEDIUM,31.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,21.0,78.311,MEDIUM,21.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,8.0,79.051,MEDIUM,8.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,11.0,77.926,MEDIUM,11.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,15.0,78.189,MEDIUM,15.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,29.0,77.372,MEDIUM,29.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,20.0,78.121,MEDIUM,20.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HAM,Mercedes,2023,Monaco,7.0,78.651,MEDIUM,7.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,21.0,77.201,HARD,20.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,43.0,78.991,HARD,42.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,49.0,79.036,HARD,48.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,14.0,81.254,HARD,13.0,2.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,45.0,78.751,HARD,44.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,7.0,77.333,HARD,6.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,19.0,79.836,HARD,18.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,52.0,91.149,HARD,51.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,5.0,77.045,HARD,4.0,2.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,34.0,80.956,HARD,33.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,15.0,80.972,HARD,14.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,10.0,78.028,HARD,9.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,28.0,79.589,HARD,27.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,8.0,77.237,HARD,7.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,36.0,79.148,HARD,35.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,6.0,76.991,HARD,5.0,2.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,39.0,78.557,HARD,38.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,26.0,78.664,HARD,25.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,46.0,78.608,HARD,45.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,35.0,78.327,HARD,34.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,51.0,88.292,HARD,50.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,17.0,80.171,HARD,16.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,11.0,79.596,HARD,10.0,2.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,18.0,81.166,HARD,17.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,32.0,79.708,HARD,31.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,38.0,78.602,HARD,37.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,27.0,78.956,HARD,26.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,13.0,80.824,HARD,12.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,2.0,80.434,HARD,1.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,48.0,78.789,HARD,47.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,29.0,81.412,HARD,28.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,33.0,81.348,HARD,32.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,41.0,78.606,HARD,40.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,31.0,79.756,HARD,30.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,47.0,78.857,HARD,46.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,3.0,77.221,HARD,2.0,2.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,23.0,78.009,HARD,22.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,4.0,77.148,HARD,3.0,2.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,42.0,78.838,HARD,41.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,37.0,79.009,HARD,36.0,2.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,56.0,103.79,INTERMEDIATE,2.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,59.0,119.463,INTERMEDIATE,5.0,3.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,57.0,102.598,INTERMEDIATE,3.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,55.0,104.22,INTERMEDIATE,1.0,3.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,58.0,102.188,INTERMEDIATE,4.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,1.0,120.092,MEDIUM,1.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,60.0,102.782,WET,1.0,4.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,61.0,99.565,WET,2.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,65.0,96.647,WET,6.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,75.0,94.146,WET,16.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,71.0,93.744,WET,12.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,74.0,94.924,WET,15.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,68.0,96.655,WET,9.0,4.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,73.0,93.111,WET,14.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,62.0,98.291,WET,3.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,69.0,95.297,WET,10.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,76.0,90.26,WET,17.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,64.0,97.628,WET,5.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,67.0,95.656,WET,8.0,4.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,70.0,100.947,WET,11.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,72.0,92.994,WET,13.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,63.0,97.973,WET,4.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
HUL,Haas F1 Team,2023,Monaco,66.0,96.301,WET,7.0,4.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,38.0,77.483,HARD,38.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,25.0,77.619,HARD,25.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,26.0,77.879,HARD,26.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,37.0,77.361,HARD,37.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,35.0,77.467,HARD,35.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,41.0,78.328,HARD,41.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,5.0,78.837,HARD,5.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,13.0,78.018,HARD,13.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,9.0,78.809,HARD,9.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,4.0,79.468,HARD,4.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,7.0,78.645,HARD,7.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
LEC,Ferrari,2023,Monaco,28.0,77.48,HARD,28.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
